file_name,audio_length,gender,text
"चटनी,_रायत_female.wav",15.9993125,female,"चटनी, रायता, तीन तरह के सूखे साग, एक रसेदार तरकारी, दही, चटनी, मिठाई, अब क्या बताऊँ कि उस भोज में क्या स्वाद मिला, कोई रोक-टोक नहीं थी, जो चीज चाहो, माँगो, जितना चाहो, खाओ"
लोगों_ने_ऐ_male.wav,4.342875,male,"लोगों ने ऐसा खाया, ऐसा खाया, कि किसी से पानी न पिया गया"
लोगों_ने_ऐ_female.wav,4.5866875,female,"लोगों ने ऐसा खाया, ऐसा खाया, कि किसी से पानी न पिया गया"
मगर_परोसने_male.wav,5.9915,male,"मगर परोसने वाले हैं कि पत्तल में गर्म-गर्म, गोल-गोल सुवासित कचौडिय़ाँ डाल देते हैं"
मगर_परोसने_female.wav,6.212125,female,"मगर परोसने वाले हैं कि पत्तल में गर्म-गर्म, गोल-गोल सुवासित कचौडिय़ाँ डाल देते हैं"
मना_करते_ह_male.wav,6.3281875,male,"मना करते हैं कि नहीं चाहिए, पत्तल पर हाथ रोके हुए हैं, मगर वह हैं कि दिये जाते हैं"
मना_करते_ह_female.wav,6.4326875,female,"मना करते हैं कि नहीं चाहिए, पत्तल पर हाथ रोके हुए हैं, मगर वह हैं कि दिये जाते हैं"
और_जब_सबने_male.wav,4.075875,male,"और जब सबने मुँह धो लिया, तो पान-इलायची भी मिली"
और_जब_सबने_female.wav,4.342875,female,"और जब सबने मुँह धो लिया, तो पान-इलायची भी मिली"
मगर_मुझे_प_male.wav,2.787125,male,मगर मुझे पान लेने की कहाँ सुध थी
मगर_मुझे_प_female.wav,2.914875,female,मगर मुझे पान लेने की कहाँ सुध थी
खड़ा_हुआ_न_male.wav,1.9628125,male,खड़ा हुआ न जाता था
खड़ा_हुआ_न_female.wav,2.1601875,female,खड़ा हुआ न जाता था
चटपट_जाकर__male.wav,2.891625,male,चटपट जाकर अपने कम्बल पर लेट गया
चटपट_जाकर__female.wav,3.3444375,female,चटपट जाकर अपने कम्बल पर लेट गया
ऐसा_दिल-दर_male.wav,2.53175,male,ऐसा दिल-दरियाव था वह ठाकुर
ऐसा_दिल-दर_female.wav,2.63625,female,ऐसा दिल-दरियाव था वह ठाकुर
माधव_ने_इन_male.wav,6.1191875,male,माधव ने इन पदार्थों का मन-ही-मन मजा लेते हुए कहा-अब हमें कोई ऐसा भोज नहीं खिलाता
माधव_ने_इन_female.wav,6.4094375,female,माधव ने इन पदार्थों का मन-ही-मन मजा लेते हुए कहा-अब हमें कोई ऐसा भोज नहीं खिलाता
‘अब_कोई_क्_male.wav,1.8815625,male,‘अब कोई क्या खिलाएगा
‘अब_कोई_क्_female.wav,1.9744375,female,‘अब कोई क्या खिलाएगा
वह_जमाना_द_male.wav,2.05575,male,वह जमाना दूसरा था
वह_जमाना_द_female.wav,2.137,female,वह जमाना दूसरा था
अब_तो_सबको_male.wav,2.5549375,male,अब तो सबको किफायत सूझती है
अब_तो_सबको_female.wav,2.8684375,female,अब तो सबको किफायत सूझती है
सादी-ब्याह_male.wav,4.157125,male,"सादी-ब्याह में मत खर्च करो, क्रिया-कर्म में मत खर्च करो"
सादी-ब्याह_female.wav,4.052625,female,"सादी-ब्याह में मत खर्च करो, क्रिया-कर्म में मत खर्च करो"
"पूछो,_गरीब_male.wav",3.971375,male,"पूछो, गरीबों का माल बटोर-बटोरकर कहाँ रखोगे"
"पूछो,_गरीब_female.wav",4.2268125,female,"पूछो, गरीबों का माल बटोर-बटोरकर कहाँ रखोगे"
बटोरने_में_male.wav,2.2879375,male,बटोरने में तो कमी नहीं है
बटोरने_में_female.wav,2.3924375,female,बटोरने में तो कमी नहीं है
"हाँ,_खर्च__male.wav",2.7175,male,"हाँ, खर्च में किफायत सूझती है’"
"हाँ,_खर्च__female.wav",2.9496875,female,"हाँ, खर्च में किफायत सूझती है’"
‘तुमने_एक__male.wav,2.69425,male,‘तुमने एक बीस पूरियाँ खायी होंगी’
‘तुमने_एक__female.wav,2.7755625,female,‘तुमने एक बीस पूरियाँ खायी होंगी’
‘बीस_से_ज्_male.wav,2.0905625,male,‘बीस से ज्यादा खायी थीं’
‘बीस_से_ज्_female.wav,2.1601875,female,‘बीस से ज्यादा खायी थीं’
‘मैं_पचास__male.wav,1.8815625,male,‘मैं पचास खा जाता’
‘मैं_पचास__female.wav,1.928,female,‘मैं पचास खा जाता’
‘पचास_से_क_male.wav,2.5781875,male,‘पचास से कम मैंने न खायी होंगी
‘पचास_से_क_female.wav,2.6826875,female,‘पचास से कम मैंने न खायी होंगी
अच्छा_पका__male.wav,1.544875,male,अच्छा पका था
अच्छा_पका__female.wav,1.7190625,female,अच्छा पका था
तू_तो_मेरा_male.wav,2.4736875,male,तू तो मेरा आधा भी नहीं है’
तू_तो_मेरा_female.wav,2.6826875,female,तू तो मेरा आधा भी नहीं है’
आलू_खाकर_द_male.wav,7.036375,male,आलू खाकर दोनों ने पानी पिया और वहीं अलाव के सामने अपनी धोतियाँ ओढ़कर पाँव पेट में डाले सो रहे
आलू_खाकर_द_female.wav,7.3615,female,आलू खाकर दोनों ने पानी पिया और वहीं अलाव के सामने अपनी धोतियाँ ओढ़कर पाँव पेट में डाले सो रहे
जैसे_दो_बड_male.wav,3.495375,male,जैसे दो बड़े-बड़े अजगर गेंडुलिया मारे पड़े हों
जैसे_दो_बड_female.wav,3.75075,female,जैसे दो बड़े-बड़े अजगर गेंडुलिया मारे पड़े हों
और_बुधिया__male.wav,2.7523125,male,और बुधिया अभी तक कराह रही थी
और_बुधिया__female.wav,2.9265,female,और बुधिया अभी तक कराह रही थी
सबेरे_माधव_male.wav,5.1904375,male,"सबेरे माधव ने कोठरी में जाकर देखा, तो उसकी स्त्री ठण्डी हो गयी थी"
सबेरे_माधव_female.wav,5.6664375,female,"सबेरे माधव ने कोठरी में जाकर देखा, तो उसकी स्त्री ठण्डी हो गयी थी"
उसके_मुँह__male.wav,2.88,male,उसके मुँह पर मक्खियाँ भिनक रही थीं
उसके_मुँह__female.wav,2.9845,female,उसके मुँह पर मक्खियाँ भिनक रही थीं
पथराई_हुई__male.wav,3.1586875,male,पथराई हुई आँखें ऊपर टँगी हुई थीं
पथराई_हुई__female.wav,3.3211875,female,पथराई हुई आँखें ऊपर टँगी हुई थीं
सारी_देह_ध_male.wav,2.8451875,male,सारी देह धूल से लथपथ हो रही थी
सारी_देह_ध_female.wav,3.00775,female,सारी देह धूल से लथपथ हो रही थी
उसके_पेट_म_male.wav,2.4736875,male,उसके पेट में बच्चा मर गया था
उसके_पेट_म_female.wav,2.705875,female,उसके पेट में बच्चा मर गया था
माधव_भागा__male.wav,2.79875,male,माधव भागा हुआ घीसू के पास आया
माधव_भागा__female.wav,2.8335625,female,माधव भागा हुआ घीसू के पास आया
फिर_दोनों__male.wav,4.2035625,male,फिर दोनों जोर-जोर से हाय-हाय करने और छाती पीटने लगे
फिर_दोनों__female.wav,4.3080625,female,फिर दोनों जोर-जोर से हाय-हाय करने और छाती पीटने लगे
पड़ोस_वालो_male.wav,7.5124375,male,"पड़ोस वालों ने यह रोना-धोना सुना, तो दौड़े हुए आये और पुरानी मर्यादा के अनुसार इन अभागों को समझाने लगे"
पड़ोस_वालो_female.wav,7.9535625,female,"पड़ोस वालों ने यह रोना-धोना सुना, तो दौड़े हुए आये और पुरानी मर्यादा के अनुसार इन अभागों को समझाने लगे"
मगर_ज्यादा_male.wav,2.9265,male,मगर ज्यादा रोने-पीटने का अवसर न था
मगर_ज्यादा_female.wav,3.077375,female,मगर ज्यादा रोने-पीटने का अवसर न था
कफ़न_की_और_male.wav,2.7639375,male,कफ़न की और लकड़ी की फिक्र करनी थी
कफ़न_की_और_female.wav,3.00775,female,कफ़न की और लकड़ी की फिक्र करनी थी
घर_में_तो__male.wav,5.1555625,male,"घर में तो पैसा इस तरह गायब था, जैसे चील के घोंसले में माँस"
घर_में_तो__female.wav,5.4806875,female,"घर में तो पैसा इस तरह गायब था, जैसे चील के घोंसले में माँस"
बाप-बेटे_र_male.wav,3.5185625,male,बाप-बेटे रोते हुए गाँव के जमींदार के पास गये
बाप-बेटे_र_female.wav,3.8785,female,बाप-बेटे रोते हुए गाँव के जमींदार के पास गये
वह_इन_दोनो_male.wav,3.100625,male,वह इन दोनों की सूरत से नफ़रत करते थे
वह_इन_दोनो_female.wav,3.4025,female,वह इन दोनों की सूरत से नफ़रत करते थे
कई_बार_इन्_male.wav,3.089,male,कई बार इन्हें अपने हाथों से पीट चुके थे
कई_बार_इन्_female.wav,3.1935,female,कई बार इन्हें अपने हाथों से पीट चुके थे
चोरी_करने__male.wav,3.95975,male,"चोरी करने के लिए, वादे पर काम पर न आने के लिए"
चोरी_करने__female.wav,4.3776875,female,"चोरी करने के लिए, वादे पर काम पर न आने के लिए"
पूछा-क्या__male.wav,3.2399375,male,"पूछा-क्या है बे घिसुआ, रोता क्यों है"
पूछा-क्या__female.wav,3.48375,female,"पूछा-क्या है बे घिसुआ, रोता क्यों है"
अब_तो_तू_क_male.wav,2.6710625,male,अब तो तू कहीं दिखलाई भी नहीं देता
अब_तो_तू_क_female.wav,2.9613125,female,अब तो तू कहीं दिखलाई भी नहीं देता
मालूम_होता_male.wav,3.681125,male,"मालूम होता है, इस गाँव में रहना नहीं चाहता"
मालूम_होता_female.wav,3.774,female,"मालूम होता है, इस गाँव में रहना नहीं चाहता"
घीसू_ने_जम_male.wav,4.64475,male,घीसू ने जमीन पर सिर रखकर आँखों में आँसू भरे हुए कहा-सरकार
घीसू_ने_जम_female.wav,4.760875,female,घीसू ने जमीन पर सिर रखकर आँखों में आँसू भरे हुए कहा-सरकार
बड़ी_विपत्_male.wav,1.916375,male,बड़ी विपत्ति में हूँ
बड़ी_विपत्_female.wav,1.95125,female,बड़ी विपत्ति में हूँ
माधव_की_घर_male.wav,2.891625,male,माधव की घरवाली रात को गुजर गयी
माधव_की_घर_female.wav,3.0425625,female,माधव की घरवाली रात को गुजर गयी
रात-भर_तड़_male.wav,2.438875,male,रात-भर तड़पती रही सरकार
रात-भर_तड़_female.wav,2.32275,female,रात-भर तड़पती रही सरकार
हम_दोनों_उ_male.wav,2.7639375,male,हम दोनों उसके सिरहाने बैठे रहे
हम_दोनों_उ_female.wav,2.79875,female,हम दोनों उसके सिरहाने बैठे रहे
दवा-दारू_ज_male.wav,5.5155,male,"दवा-दारू जो कुछ हो सका, सब कुछ किया, मुदा वह हमें दगा दे गयी"
दवा-दारू_ज_female.wav,6.212125,female,"दवा-दारू जो कुछ हो सका, सब कुछ किया, मुदा वह हमें दगा दे गयी"
अब_कोई_एक__male.wav,3.0658125,male,अब कोई एक रोटी देने वाला भी न रहा मालिक
अब_कोई_एक__female.wav,3.3328125,female,अब कोई एक रोटी देने वाला भी न रहा मालिक
तबाह_हो_गय_male.wav,1.452,male,तबाह हो गये
तबाह_हो_गय_female.wav,1.47525,female,तबाह हो गये
घर_उजड़_गय_male.wav,1.4984375,male,घर उजड़ गया
घर_उजड़_गय_female.wav,1.63775,female,घर उजड़ गया
आपका_गुलाम_male.wav,4.3545,male,"आपका गुलाम हूँ, अब आपके सिवा कौन उसकी मिट्टी पार लगाएगा"
आपका_गुलाम_female.wav,4.528625,female,"आपका गुलाम हूँ, अब आपके सिवा कौन उसकी मिट्टी पार लगाएगा"
हमारे_हाथ__male.wav,4.6215,male,"हमारे हाथ में तो जो कुछ था, वह सब तो दवा-दारू में उठ गया"
हमारे_हाथ__female.wav,4.6911875,female,"हमारे हाथ में तो जो कुछ था, वह सब तो दवा-दारू में उठ गया"
सरकार_ही_क_male.wav,3.367625,male,"सरकार ही की दया होगी, तो उसकी मिट्टी उठेगी"
सरकार_ही_क_female.wav,3.5301875,female,"सरकार ही की दया होगी, तो उसकी मिट्टी उठेगी"
आपके_सिवा__male.wav,2.5433125,male,आपके सिवा किसके द्वार पर जाऊँ
आपके_सिवा__female.wav,2.787125,female,आपके सिवा किसके द्वार पर जाऊँ
जमींदार_सा_male.wav,2.32275,male,जमींदार साहब दयालु थे
जमींदार_सा_female.wav,2.4620625,female,जमींदार साहब दयालु थे
मगर_घीसू_प_male.wav,4.0178125,male,मगर घीसू पर दया करना काले कम्बल पर रंग चढ़ाना था
मगर_घीसू_प_female.wav,4.180375,female,मगर घीसू पर दया करना काले कम्बल पर रंग चढ़ाना था
जी_में_तो__male.wav,3.5185625,male,"जी में तो आया, कह दें, चल, दूर हो यहाँ से"
जी_में_तो__female.wav,3.9133125,female,"जी में तो आया, कह दें, चल, दूर हो यहाँ से"
यों_तो_बुल_male.wav,5.341375,male,"यों तो बुलाने से भी नहीं आता, आज जब गरज पड़ी तो आकर खुशामद कर रहा है"
यों_तो_बुल_female.wav,5.6431875,female,"यों तो बुलाने से भी नहीं आता, आज जब गरज पड़ी तो आकर खुशामद कर रहा है"
हरामखोर_कह_male.wav,2.3924375,male,"हरामखोर कहीं का, बदमाश"
हरामखोर_कह_female.wav,2.5898125,female,"हरामखोर कहीं का, बदमाश"
लेकिन_यह_क_male.wav,3.4025,male,लेकिन यह क्रोध या दण्ड देने का अवसर न था
लेकिन_यह_क_female.wav,3.8785,female,लेकिन यह क्रोध या दण्ड देने का अवसर न था
जी_में_कुढ_male.wav,3.4373125,male,जी में कुढ़ते हुए दो रुपये निकालकर फेंक दिए
जी_में_कुढ_female.wav,3.4373125,female,जी में कुढ़ते हुए दो रुपये निकालकर फेंक दिए
मगर_सान्त्_male.wav,3.4256875,male,मगर सान्त्वना का एक शब्द भी मुँह से न निकला
मगर_सान्त्_female.wav,3.5418125,female,मगर सान्त्वना का एक शब्द भी मुँह से न निकला
उसकी_तरफ_त_male.wav,2.1834375,male,उसकी तरफ ताका तक नहीं
उसकी_तरफ_त_female.wav,2.229875,female,उसकी तरफ ताका तक नहीं
जैसे_सिर_क_male.wav,2.3691875,male,जैसे सिर का बोझ उतारा हो
जैसे_सिर_क_female.wav,2.5781875,female,जैसे सिर का बोझ उतारा हो
जब_जमींदार_male.wav,6.6068125,male,"जब जमींदार साहब ने दो रुपये दिये, तो गाँव के बनिये-महाजनों को इनकार का साहस कैसे होता"
जब_जमींदार_female.wav,7.0131875,female,"जब जमींदार साहब ने दो रुपये दिये, तो गाँव के बनिये-महाजनों को इनकार का साहस कैसे होता"
घीसू_जमींद_male.wav,4.075875,male,घीसू जमींदार के नाम का ढिंढोरा भी पीटना जानता था
घीसू_जमींद_female.wav,4.180375,female,घीसू जमींदार के नाम का ढिंढोरा भी पीटना जानता था
किसी_ने_दो_male.wav,3.0425625,male,"किसी ने दो आने दिये, किसी ने चारे आने"
किसी_ने_दो_female.wav,3.1586875,female,"किसी ने दो आने दिये, किसी ने चारे आने"
एक_घण्टे_म_male.wav,4.5983125,male,एक घण्टे में घीसू के पास पाँच रुपये की अच्छी रकम जमा हो गयी
एक_घण्टे_म_female.wav,4.6795625,female,एक घण्टे में घीसू के पास पाँच रुपये की अच्छी रकम जमा हो गयी
कहीं_से_अन_male.wav,3.0658125,male,"कहीं से अनाज मिल गया, कहीं से लकड़ी"
कहीं_से_अन_female.wav,3.27475,female,"कहीं से अनाज मिल गया, कहीं से लकड़ी"
और_दोपहर_क_male.wav,4.3893125,male,और दोपहर को घीसू और माधव बाज़ार से कफ़न लाने चले
और_दोपहर_क_female.wav,4.4125625,female,और दोपहर को घीसू और माधव बाज़ार से कफ़न लाने चले
इधर_लोग_बा_male.wav,2.729125,male,इधर लोग बाँस-वाँस काटने लगे
इधर_लोग_बा_female.wav,2.914875,female,इधर लोग बाँस-वाँस काटने लगे
गाँव_की_नर_male.wav,7.4891875,male,गाँव की नर्मदिल स्त्रियाँ आ-आकर लाश देखती थीं और उसकी बेकसी पर दो बूँद आँसू गिराकर चली जाती थीं
गाँव_की_नर_female.wav,8.116125,female,गाँव की नर्मदिल स्त्रियाँ आ-आकर लाश देखती थीं और उसकी बेकसी पर दो बूँद आँसू गिराकर चली जाती थीं
बाज़ार_में_male.wav,5.585125,male,"बाज़ार में पहुँचकर घीसू बोला-लकड़ी तो उसे जलाने-भर को मिल गयी है, क्यों माधव"
बाज़ार_में_female.wav,5.631625,female,"बाज़ार में पहुँचकर घीसू बोला-लकड़ी तो उसे जलाने-भर को मिल गयी है, क्यों माधव"
माधव_बोला-_male.wav,4.16875,male,"माधव बोला-हाँ, लकड़ी तो बहुत है, अब कफ़न चाहिए"
माधव_बोला-_female.wav,4.4009375,female,"माधव बोला-हाँ, लकड़ी तो बहुत है, अब कफ़न चाहिए"
"‘तो_चलो,_क_male.wav",2.7523125,male,"‘तो चलो, कोई हलका-सा कफ़न ले लें"
"‘तो_चलो,_क_female.wav",2.9845,female,"‘तो चलो, कोई हलका-सा कफ़न ले लें"
"‘हाँ,_और_क_male.wav",1.37075,male,"‘हाँ, और क्या"
"‘हाँ,_और_क_female.wav",1.4868125,female,"‘हाँ, और क्या"
लाश_उठते-उ_male.wav,2.6478125,male,लाश उठते-उठते रात हो जाएगी
लाश_उठते-उ_female.wav,2.7639375,female,लाश उठते-उठते रात हो जाएगी
रात_को_कफ़_male.wav,2.5898125,male,रात को कफ़न कौन देखता है
रात_को_कफ़_female.wav,2.7755625,female,रात को कफ़न कौन देखता है
‘कैसा_बुरा_male.wav,6.8274375,male,"‘कैसा बुरा रिवाज है कि जिसे जीते जी तन ढाँकने को चीथड़ा भी न मिले, उसे मरने पर नया कफ़न चाहिए"
‘कैसा_बुरा_female.wav,7.2221875,female,"‘कैसा बुरा रिवाज है कि जिसे जीते जी तन ढाँकने को चीथड़ा भी न मिले, उसे मरने पर नया कफ़न चाहिए"
‘कफ़न_लाश__male.wav,3.100625,male,‘कफ़न लाश के साथ जल ही तो जाता है
‘कफ़न_लाश__female.wav,3.21675,female,‘कफ़न लाश के साथ जल ही तो जाता है
‘और_क्या_र_male.wav,2.044125,male,‘और क्या रखा रहता है
‘और_क्या_र_female.wav,2.148625,female,‘और क्या रखा रहता है
यही_पाँच_र_male.wav,4.180375,male,"यही पाँच रुपये पहले मिलते, तो कुछ दवा-दारू कर लेते"
यही_पाँच_र_female.wav,4.3196875,female,"यही पाँच रुपये पहले मिलते, तो कुछ दवा-दारू कर लेते"
दोनों_एक-द_male.wav,3.390875,male,दोनों एक-दूसरे के मन की बात ताड़ रहे थे
दोनों_एक-द_female.wav,3.6114375,female,दोनों एक-दूसरे के मन की बात ताड़ रहे थे
बाजार_में__male.wav,2.787125,male,बाजार में इधर-उधर घूमते रहे
बाजार_में__female.wav,2.8568125,female,बाजार में इधर-उधर घूमते रहे
कभी_इस_बजा_male.wav,3.8320625,male,"कभी इस बजाज की दूकान पर गये, कभी उसकी दूकान पर"
कभी_इस_बजा_female.wav,4.06425,female,"कभी इस बजाज की दूकान पर गये, कभी उसकी दूकान पर"
तरह-तरह_के_male.wav,4.9930625,male,"तरह-तरह के कपड़े, रेशमी और सूती देखे, मगर कुछ जँचा नहीं"
तरह-तरह_के_female.wav,4.9930625,female,"तरह-तरह के कपड़े, रेशमी और सूती देखे, मगर कुछ जँचा नहीं"
यहाँ_तक_कि_male.wav,2.1601875,male,यहाँ तक कि शाम हो गयी
यहाँ_तक_कि_female.wav,2.1718125,female,यहाँ तक कि शाम हो गयी
तब_दोनों_न_male.wav,5.0626875,male,तब दोनों न जाने किस दैवी प्रेरणा से एक मधुशाला के सामने जा पहुँचे
तब_दोनों_न_female.wav,5.22525,female,तब दोनों न जाने किस दैवी प्रेरणा से एक मधुशाला के सामने जा पहुँचे
और_जैसे_कि_male.wav,3.8785,male,और जैसे किसी पूर्व निश्चित व्यवस्था से अन्दर चले गये
और_जैसे_कि_female.wav,4.238375,female,और जैसे किसी पूर्व निश्चित व्यवस्था से अन्दर चले गये
वहाँ_जरा_द_male.wav,3.4373125,male,वहाँ जरा देर तक दोनों असमंजस में खड़े रहे
वहाँ_जरा_द_female.wav,3.599875,female,वहाँ जरा देर तक दोनों असमंजस में खड़े रहे
फिर_घीसू_न_male.wav,4.818875,male,"फिर घीसू ने गद्दी के सामने जाकर कहा-साहूजी, एक बोतल हमें भी देना"
फिर_घीसू_न_female.wav,4.8653125,female,"फिर घीसू ने गद्दी के सामने जाकर कहा-साहूजी, एक बोतल हमें भी देना"
उसके_बाद_क_male.wav,7.164125,male,"उसके बाद कुछ चिखौना आया, तली हुई मछली आयी और दोनों बरामदे में बैठकर शान्तिपूर्वक पीने लगे"
उसके_बाद_क_female.wav,7.245375,female,"उसके बाद कुछ चिखौना आया, तली हुई मछली आयी और दोनों बरामदे में बैठकर शान्तिपूर्वक पीने लगे"
कई_कुज्जिय_male.wav,3.95975,male,कई कुज्जियाँ ताबड़तोड़ पीने के बाद दोनों सरूर में आ गये
कई_कुज्जिय_female.wav,4.261625,female,कई कुज्जियाँ ताबड़तोड़ पीने के बाद दोनों सरूर में आ गये
घीसू_बोला-_male.wav,2.8451875,male,घीसू बोला-कफ़न लगाने से क्या मिलता
घीसू_बोला-_female.wav,3.1586875,female,घीसू बोला-कफ़न लगाने से क्या मिलता
आखिर_जल_ही_male.wav,1.858375,male,आखिर जल ही तो जाता
आखिर_जल_ही_female.wav,2.020875,female,आखिर जल ही तो जाता
कुछ_बहू_के_male.wav,2.32275,male,कुछ बहू के साथ तो न जाता
कुछ_बहू_के_female.wav,2.53175,female,कुछ बहू के साथ तो न जाता
माधव_आसमान_male.wav,10.647125,male,"माधव आसमान की तरफ देखकर बोला, मानों देवताओं को अपनी निष्पापता का साक्षी बना रहा हो-दुनिया का दस्तूर है, नहीं लोग बाँभनों को हजारों रुपये क्यों दे देते हैं"
माधव_आसमान_female.wav,11.308875,female,"माधव आसमान की तरफ देखकर बोला, मानों देवताओं को अपनी निष्पापता का साक्षी बना रहा हो-दुनिया का दस्तूर है, नहीं लोग बाँभनों को हजारों रुपये क्यों दे देते हैं"
कौन_देखता__male.wav,3.576625,male,"कौन देखता है, परलोक में मिलता है या नहीं"
कौन_देखता__female.wav,3.7159375,female,"कौन देखता है, परलोक में मिलता है या नहीं"
‘बड़े_आदमि_male.wav,3.1586875,male,"‘बड़े आदमियों के पास धन है, फ़ूँके"
‘बड़े_आदमि_female.wav,3.089,female,"‘बड़े आदमियों के पास धन है, फ़ूँके"
हमारे_पास__male.wav,2.404,male,हमारे पास फूँकने को क्या है
हमारे_पास__female.wav,2.520125,female,हमारे पास फूँकने को क्या है
‘लेकिन_लोग_male.wav,2.496875,male,‘लेकिन लोगों को जवाब क्या दोगे
‘लेकिन_लोग_female.wav,2.69425,female,‘लेकिन लोगों को जवाब क्या दोगे
लोग_पूछेंग_male.wav,2.88,male,"लोग पूछेंगे नहीं, कफ़न कहाँ है"
लोग_पूछेंग_female.wav,2.88,female,"लोग पूछेंगे नहीं, कफ़न कहाँ है"
घीसू_हँसा-_male.wav,3.971375,male,"घीसू हँसा-अबे, कह देंगे कि रुपये कमर से खिसक गये"
घीसू_हँसा-_female.wav,4.0061875,female,"घीसू हँसा-अबे, कह देंगे कि रुपये कमर से खिसक गये"
बहुत_ढूँढ़_male.wav,2.229875,male,"बहुत ढूँढ़ा, मिले नहीं"
बहुत_ढूँढ़_female.wav,2.2879375,female,"बहुत ढूँढ़ा, मिले नहीं"
लोगों_को_व_male.wav,3.75075,male,"लोगों को विश्वास न आएगा, लेकिन फिर वही रुपये देंगे"
लोगों_को_व_female.wav,3.8320625,female,"लोगों को विश्वास न आएगा, लेकिन फिर वही रुपये देंगे"
माधव_भी_हँ_male.wav,3.4373125,male,माधव भी हँसा-इस अनपेक्षित सौभाग्य पर
माधव_भी_हँ_female.wav,3.4489375,female,माधव भी हँसा-इस अनपेक्षित सौभाग्य पर
बोला-बड़ी__male.wav,2.404,male,बोला-बड़ी अच्छी थी बेचारी
बोला-बड़ी__female.wav,2.415625,female,बोला-बड़ी अच्छी थी बेचारी
मरी_तो_खूब_male.wav,2.2530625,male,मरी तो खूब खिला-पिलाकर
मरी_तो_खूब_female.wav,2.415625,female,मरी तो खूब खिला-पिलाकर
आधी_बोतल_स_male.wav,2.438875,male,आधी बोतल से ज्यादा उड़ गयी
आधी_बोतल_स_female.wav,2.3924375,female,आधी बोतल से ज्यादा उड़ गयी
घीसू_ने_दो_male.wav,2.6478125,male,घीसू ने दो सेर पूडिय़ाँ मँगाई
घीसू_ने_दो_female.wav,2.6710625,female,घीसू ने दो सेर पूडिय़ाँ मँगाई
"चटनी,_अचार_male.wav",2.5665625,male,"चटनी, अचार, कलेजियाँ"
"चटनी,_अचार_female.wav",2.6594375,female,"चटनी, अचार, कलेजियाँ"
शराबखाने_क_male.wav,2.6478125,male,शराबखाने के सामने ही दूकान थी
शराबखाने_क_female.wav,2.7523125,female,शराबखाने के सामने ही दूकान थी
माधव_लपककर_male.wav,3.5185625,male,माधव लपककर दो पत्तलों में सारे सामान ले आया
माधव_लपककर_female.wav,3.762375,female,माधव लपककर दो पत्तलों में सारे सामान ले आया
पूरा_डेढ़__male.wav,2.3575625,male,पूरा डेढ़ रुपया खर्च हो गया
पूरा_डेढ़__female.wav,2.5085,female,पूरा डेढ़ रुपया खर्च हो गया
सिर्फ_थोड़_male.wav,2.496875,male,सिर्फ थोड़े से पैसे बच रहे
सिर्फ_थोड़_female.wav,2.4853125,female,सिर्फ थोड़े से पैसे बच रहे
दोनों_इस_व_male.wav,6.6996875,male,दोनों इस वक्त इस शान में बैठे पूडिय़ाँ खा रहे थे जैसे जंगल में कोई शेर अपना शिकार उड़ा रहा हो
दोनों_इस_व_female.wav,6.96675,female,दोनों इस वक्त इस शान में बैठे पूडिय़ाँ खा रहे थे जैसे जंगल में कोई शेर अपना शिकार उड़ा रहा हो
न_जवाबदेही_male.wav,3.4140625,male,"न जवाबदेही का खौफ था, न बदनामी की फ़िक्र"
न_जवाबदेही_female.wav,3.6463125,female,"न जवाबदेही का खौफ था, न बदनामी की फ़िक्र"
इन_सब_भावन_male.wav,3.785625,male,इन सब भावनाओं को उन्होंने बहुत पहले ही जीत लिया था
इन_सब_भावन_female.wav,4.16875,female,इन सब भावनाओं को उन्होंने बहुत पहले ही जीत लिया था
घीसू_दार्श_male.wav,5.9334375,male,घीसू दार्शनिक भाव से बोला-हमारी आत्मा प्रसन्न हो रही है तो क्या उसे पुन्न न होगा
घीसू_दार्श_female.wav,6.4675,female,घीसू दार्शनिक भाव से बोला-हमारी आत्मा प्रसन्न हो रही है तो क्या उसे पुन्न न होगा
माधव_ने_श्_male.wav,4.3776875,male,माधव ने श्रद्धा से सिर झुकाकर तसदीक़ की-जरूर-से-जरूर होगा
माधव_ने_श्_female.wav,4.470625,female,माधव ने श्रद्धा से सिर झुकाकर तसदीक़ की-जरूर-से-जरूर होगा
"भगवान्,_तु_male.wav",2.6594375,male,"भगवान्, तुम अन्तर्यामी हो"
"भगवान्,_तु_female.wav",2.63625,female,"भगवान्, तुम अन्तर्यामी हो"
उसे_बैकुण्_male.wav,2.0325,male,उसे बैकुण्ठ ले जाना
उसे_बैकुण्_female.wav,2.229875,female,उसे बैकुण्ठ ले जाना
हम_दोनों_ह_male.wav,3.1238125,male,हम दोनों हृदय से आशीर्वाद दे रहे हैं
हम_दोनों_ह_female.wav,3.3560625,female,हम दोनों हृदय से आशीर्वाद दे रहे हैं
आज_जो_भोजन_male.wav,3.58825,male,आज जो भोजन मिला वह कभी उम्र-भर न मिला था
आज_जो_भोजन_female.wav,3.8320625,female,आज जो भोजन मिला वह कभी उम्र-भर न मिला था
एक_क्षण_के_male.wav,3.9249375,male,एक क्षण के बाद माधव के मन में एक शंका जागी
एक_क्षण_के_female.wav,3.9365625,female,एक क्षण के बाद माधव के मन में एक शंका जागी
बोला-क्यों_male.wav,4.4009375,male,"बोला-क्यों दादा, हम लोग भी एक-न-एक दिन वहाँ जाएँगे ही"
